pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,ecosystem,privid
126177,1769216161.835791,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90262,7616.074943,4365.46992,7616.075026,315658.679178,243662.588102,0.985079,50.767827,3.0,19805.555517,23.716564,329787.234043,376.0,3419.030273,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3466.948486,5947.467773,2067887895,2067888647,16958.783638,5984.834517,-3035.916956,20917.136814,APPLE,
126188,1769216162.089003,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe411d5170599a7553f6497c796f524c58a83ef831b72e,-38335.08529,1440.08678,-38335.084864,325502.054293,245062.949544,0.983594,57.648813,1.0,-36034.96041,20.209344,402777.777778,360.0,-6508.353027,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-26915.525391,-22987.976562,2068124296,2068125016,19539.587471,-48656.298117,-75409.31639,-55689.196961,GOOGLE,
126189,1769216162.1226685,37,0,f9026916370c7f28,8E89BED6,SAMSUNG,b251b41afa7c02010403025afd17165afd1320f9026916370c7f287488a70000001dbece01,16421.445947,4903.68255,16421.445616,344879.738497,257122.774966,0.885333,-83.240868,2.5,28137.764281,22.975722,242021.276596,376.0,13578.786133,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8423.551758,21915.695312,2068152559,2068153311,5498.8054,16381.658593,-5221.671543,39882.335667,SAMSUNG,f9026916370c7f28
126196,1769216162.1696591,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0174,6560.723494,2146.177904,6560.724652,328669.14295,237612.179021,0.938173,65.220442,3.0,6036.246831,24.458823,228723.404255,376.0,1861.372925,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,75407.40625,19517.591797,2068220039,2068220791,6078.232667,-6454.829082,-19656.949213,21540.126003,APPLE,
126197,1769216162.2090347,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0174,6998.834379,2235.108319,6998.834051,327413.135517,242337.172509,0.937657,65.09207,3.0,5934.110435,24.408263,228723.404255,376.0,1820.05188,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,76557.625,19359.783203,2068220040,2068220792,15808.00551,-19421.976994,-18042.839482,17706.051128,APPLE,
126217,1769216162.2716444,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,7055.053394,4223.985423,7055.051976,345237.275851,264375.452358,1.091755,8.984574,3.0,24978.089032,23.980768,167553.191489,376.0,-128.146973,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,42027.324219,12662.631836,2068461963,2068462715,18066.45068,-8244.67257,-4759.694769,-5416.780918,APPLE,
126218,1769216162.3096926,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,6628.618267,4220.839214,6628.617356,343584.02395,255064.523598,1.091136,9.584816,3.0,24890.712799,23.991802,167553.191489,376.0,182.827255,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,39811.382812,12661.483398,2068461964,2068462716,16357.59633,-11317.606986,-2418.375103,-1101.789682,APPLE,
126226,1769216162.5804305,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe0200b6301e3e80e226ee0303edfe,24542.004343,8570.54531,24542.005038,287892.28739,235857.352854,0.965718,83.788104,40.0,7075.307403,22.384145,503378.378378,296.0,13917.177734,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,42135.226562,11739.761719,2068614185,2068614777,6504.134005,49548.135575,19014.254989,38342.470476,TILE,
126227,1769216162.6080525,37,0,C2:97:A0:09:6A:11,8E89BED6,TILE,116a09a097c20201060d16edfe0200b6301e3e80e226ee0303edfe,24853.105195,8232.649164,24853.105104,286626.158638,239968.150724,0.967594,83.253129,40.0,6852.788035,22.459333,503378.378378,296.0,13546.035156,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,51534.523438,11685.623047,2068614186,2068614778,3457.730315,53987.39975,26924.495976,29014.321733,TILE,
126235,1769216162.6335204,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c00d2,-4948.028325,3165.510017,-4948.028604,352991.697247,280565.220978,1.108693,-11.838419,2.0,17623.600771,21.793112,329787.234043,376.0,2161.599365,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-642.027649,20804.013672,2068681828,2068682580,13023.504068,-39509.797911,-4305.468881,23319.717985,APPLE,
126240,1769216162.6756573,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7158.29497,12769.443101,7158.295881,339314.82907,247844.748765,1.01516,-36.02387,3.5,24819.105559,22.829572,215425.531915,376.0,3917.895264,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,78179.03125,36031.402344,2068769657,2068770409,49757.378889,-1026.110059,-32393.574317,16939.051878,APPLE,
126241,1769216162.710904,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e0270,7319.522491,12819.384487,7319.522534,338729.378971,254927.021792,1.01375,-36.598313,3.5,24756.274655,22.82163,215425.531915,376.0,3674.892578,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,78179.03125,35880.335938,2068769658,2068770410,49886.590194,-172.247173,-8042.743794,-10544.780631,APPLE,
126253,1769216162.7505443,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41d2eff535e94dd624d43e07716ad94ec37a521dc8c7,-1305.74155,975.771263,-1305.74091,352598.141131,270890.629104,0.99978,45.211528,1.0,3441.364141,22.20084,255555.555556,360.0,8811.554688,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,90892.960938,105.948784,2068803082,2068803802,10911.140942,-20012.009059,11729.25431,3161.94044,GOOGLE,
126254,1769216162.781651,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41d2eff535e94dd624d43e07716ad94ec37a521dc8c7,-953.731781,846.63364,-953.73092,351330.460535,288758.330532,1.001536,43.475014,1.0,3271.395597,22.180678,255555.555556,360.0,8710.78125,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,90892.960938,86.134865,2068803083,2068803803,9136.795814,-35373.520953,8339.143083,20926.750655,GOOGLE,
126273,1769216163.0674567,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41688ba73deef38a2175ef922dcfca7733c004e909f2,1208.491857,5100.484384,1208.493318,350347.243684,275937.162304,1.060958,14.250784,1.0,5376.841359,21.893967,527777.777778,360.0,9268.230469,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5370.532715,-9255.798828,2069099384,2069100104,-36279.899189,34463.600942,-19386.74014,7141.360383,GOOGLE,
126342,1769216163.3771114,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,3daeb413737702010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,20439.797665,7838.175559,20439.798171,201975.523383,180690.215212,0.955823,89.003612,2.5,29270.39871,23.307868,308510.638298,376.0,19364.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,75665.953125,21586.052734,2069925774,2069926526,-13800.418327,43261.804213,22207.959233,53276.375048,SAMSUNG,f90201825f7b715b
126343,1769216163.4120047,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,3daeb413737702010403025afd17165afd1320f90201825f7b715b06c1a70000007ccc4fd5,20983.92564,7760.939472,20983.926579,202024.444644,185996.328593,0.954821,87.879251,2.5,29078.464421,23.287752,308510.638298,376.0,19726.539062,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,75665.953125,21521.126953,2069925775,2069926527,5334.332787,38408.67011,344.048906,42948.103742,SAMSUNG,f90201825f7b715b
126352,1769216163.6629972,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe41bcbe7697d3d84267c7fe9f1dedd1d3ea485911b5ee,4068.613432,6195.108368,4068.613362,346294.602412,263383.757025,0.990362,62.2854,1.0,-8893.586175,20.723409,411111.111111,360.0,15704.051758,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,94945.132812,-532.125793,2070104670,2070105390,4082.140619,-26762.596319,45520.141617,-584.035376,GOOGLE,
126353,1769216163.6940079,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe41bcbe7697d3d84267c7fe9f1dedd1d3ea485911b5ee,3576.247529,6286.83832,3576.247035,346380.186118,263981.952558,0.991046,59.811151,1.0,-9038.149479,20.735709,411111.111111,360.0,15917.317383,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,94945.132812,-462.360809,2070104671,2070105391,14256.772967,-5957.814898,9064.417085,1598.724844,GOOGLE,
126365,1769216163.7477007,37,0,f9028bfe1e2f4130,8E89BED6,SAMSUNG,d8417c1d306802010403025afd17165afd1320f9028bfe1e2f4130e4aba70000008d63d536,-6028.195009,-1682.243939,-6028.195695,359861.912635,259498.731327,1.004015,42.890975,3.0,12014.298795,24.066836,146276.595745,376.0,9954.421875,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,66459.179688,27680.695312,2070349759,2070350511,-42831.249682,11399.891334,22728.47958,26084.493023,SAMSUNG,f9028bfe1e2f4130
126366,1769216163.7799878,37,0,f9028bfe1e2f4130,8E89BED6,SAMSUNG,d8417c1d306802010403025afd17165afd1320f9028bfe1e2f4130e4aba70000008d63d536,-5523.177353,-1775.785238,-5523.178557,359117.735863,284519.83793,1.002129,43.859285,3.0,11823.311669,24.108412,146276.595745,376.0,9598.4375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,70876.96875,27446.46875,2070349760,2070350512,-31563.678214,27977.585884,5990.602803,5134.916097,SAMSUNG,f9028bfe1e2f4130
126373,1769216163.8208177,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e5550218,28166.319572,12985.659459,28166.32012,312951.513325,233465.506032,0.953843,69.140772,3.5,40237.78146,24.924235,303191.489362,376.0,15995.664062,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,23393.34375,15634.621094,2070448250,2070449002,1115.956345,14871.073828,64468.058453,42099.680252,APPLE,
126374,1769216163.8574007,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e5550218,28458.338001,12930.578587,28458.337784,313001.273087,254356.311464,0.952986,69.877033,3.5,40163.940433,24.879527,303191.489362,376.0,15731.979492,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,23393.34375,15708.636719,2070448251,2070449003,-1429.714795,24273.990816,52749.985798,48590.066031,APPLE,
126381,1769216164.0965526,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee12005e,12463.251993,10441.00326,12463.251245,344398.53277,264549.425154,0.994558,46.335061,3.0,35315.895791,22.315406,77127.659574,376.0,4115.713379,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,32674.849609,13785.635742,2070517804,2070518556,48333.18687,-36688.172101,26697.474655,13849.266507,APPLE,
126382,1769216164.1410806,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee12005e,12754.330455,10152.528084,12754.331729,344291.690235,266435.00216,0.992712,46.804702,3.0,35272.61374,22.281097,77127.659574,376.0,3680.994141,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,37454.011719,13833.716797,2070517805,2070518557,51668.381095,-1241.526353,19940.015638,-23025.117014,APPLE,
126383,1769216164.1798291,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe418fb4664c8d15d1b755646afcf5cf6156297bb88b8e,9957.24426,5568.062797,9957.245534,201114.544338,157726.093629,1.023344,16.579323,0.5,10965.302221,21.758844,330555.555556,360.0,10501.452148,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,32709.021484,2262.537109,2070519016,2070519736,-34485.776964,38620.982038,712.334716,15653.201541,GOOGLE,
126384,1769216164.213565,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe418fb4664c8d15d1b755646afcf5cf6156297bb88b8e,10475.6122,5748.043557,10475.612987,201313.134548,182323.462411,1.025217,15.384418,0.5,10830.190602,21.75451,330555.555556,360.0,10403.243164,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,32709.021484,2277.629883,2070519017,2070519737,-18038.819751,28182.877185,-12001.329867,25506.131147,GOOGLE,
126388,1769216164.250352,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e070335,-11421.403954,15293.295565,-11421.402987,274529.073331,233529.461941,1.004045,-21.150837,27.0,-10623.86518,18.070148,686170.212766,376.0,20484.59375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-20286.492188,-25873.851562,2070573144,2070573896,-18273.562239,-49015.175083,-18914.089386,45410.389279,APPLE,
126391,1769216164.287029,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe4135056078b02095618c56afc74e99e4f9d860776b6d,13620.881837,10898.267838,13620.880859,357108.579934,262518.723081,0.96532,66.009832,0.5,29440.013173,22.482019,302777.777778,360.0,16567.201172,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,56802.34375,-3570.354492,2070588490,2070589210,21233.708139,20308.576602,8730.758586,7388.36511,GOOGLE,
126392,1769216164.3168948,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe4135056078b02095618c56afc74e99e4f9d860776b6d,14092.306868,10901.951168,14092.308682,356676.469546,283392.110236,0.9651,66.812206,0.5,29260.470945,22.533771,302777.777778,360.0,16962.011719,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,67202.703125,-3388.411377,2070588491,2070589211,10607.114599,25406.195528,14235.71438,8851.001134,GOOGLE,
126396,1769216164.3566592,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0362,4177.555207,1253.952017,4177.555442,310459.875603,225043.828573,0.961663,80.160149,2.5,31011.009518,23.896006,313829.787234,376.0,-937.833496,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19537.035156,19606.871094,2070650094,2070650846,-4334.384607,-29916.224478,26890.286111,34716.617069,APPLE,
126397,1769216164.388306,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0362,3726.12338,1005.521543,3726.123961,309888.388727,254481.75945,0.962537,81.083478,2.5,30927.395663,23.872747,313829.787234,376.0,-1309.766235,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,19075.714844,19508.673828,2070650095,2070650847,9226.709583,-13130.366876,18117.612769,10269.696207,APPLE,
126398,1769216164.4211388,37,0,f902b8d92caa6cfd,8E89BED6,SAMSUNG,4195af9f124402010403025afd17165afd1320f902b8d92caa6cfd96a2a7000000d1b0d23e,-926.991003,5651.535365,-926.991357,350115.78255,253136.442308,0.987943,-62.767805,2.5,10739.71955,23.407906,327127.659574,376.0,11178.185547,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,32845.964844,6567.978027,2070653751,2070654503,-20777.836526,35002.239626,9586.537524,-10240.622071,SAMSUNG,f902b8d92caa6cfd
126399,1769216164.4547374,37,0,f902b8d92caa6cfd,8E89BED6,SAMSUNG,4195af9f124402010403025afd17165afd1320f902b8d92caa6cfd96a2a7000000d1b0d23e,-787.147423,5949.685981,-787.147832,349469.166733,271649.772437,0.989726,-61.534402,2.5,10565.411376,23.388633,327127.659574,376.0,11022.729492,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,35605.871094,6390.837402,2070653752,2070654504,-26955.094947,30147.408723,17535.814572,-5320.771047,SAMSUNG,f902b8d92caa6cfd
126404,1769216164.4903517,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe0200ee1d99f12647c3560303edfe,17838.681439,17171.522522,17838.682753,285335.259141,235831.848255,1.068483,-14.527023,0.5,13237.138331,22.872822,280405.405405,296.0,24864.654297,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,61181.148438,18082.976562,2070675640,2070676232,7402.293567,44972.703551,-20587.027358,29953.253713,TILE,
126405,1769216164.511665,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe0200ee1d99f12647c3560303edfe,18105.911559,17040.870599,18105.910613,284814.147305,233102.976298,1.0671,-14.212572,0.5,12883.544203,22.912161,280405.405405,296.0,24516.076172,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,64086.082031,18016.085938,2070675641,2070676233,11401.590437,37039.536466,-8151.159192,22747.289969,TILE,
126409,1769216164.533667,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe413305fae9724cd9acb9996e9702835e5bf52b37a5b6,-34738.989311,9357.388062,-34738.990069,345153.679272,258741.670313,1.07682,19.0296,1.0,-30110.88908,21.441362,438888.888889,360.0,3948.230225,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-27757.201172,-25040.373047,2070690184,2070690904,-31523.430535,-10903.908207,-24707.255945,-44314.141933,GOOGLE,
126416,1769216164.5722132,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f025f,4094.629517,1114.178392,4094.630008,276374.210692,229494.114953,1.083526,-7.559021,30.5,995.044546,22.094489,492021.276596,376.0,3446.458496,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15986.050781,-2080.977783,2070777519,2070778271,1016.276179,-22191.947317,30784.185707,30563.76926,APPLE,
126421,1769216164.6216683,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0024,-3213.605828,4764.16379,-3213.604867,365147.450363,265846.639862,0.974678,54.798235,2.5,7426.400592,19.7656,361702.12766,376.0,-2240.891113,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-14911.552734,-81.682602,2070932891,2070933643,-1784.320357,-12247.414237,-19049.552855,30359.864356,APPLE,
126422,1769216164.6566627,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0024,-3627.236472,4681.846619,-3627.235475,364979.365469,263502.25344,0.973716,54.961363,2.5,7288.153535,19.746708,361702.12766,376.0,-2408.327148,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-18989.353516,-66.087532,2070932892,2070933644,29631.654045,-21239.590263,-34603.60142,14788.510406,APPLE,
126430,1769216164.6967793,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe0200991528a0bb83959c0303edfe,-11795.660499,2321.173104,-11795.659618,287254.110525,226190.181129,1.019082,37.478926,0.0,-12897.761548,20.980526,287162.162162,296.0,-2008.520142,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-38827.253906,-18680.037109,2070989209,2070989801,25648.340746,-41684.987638,-11746.902998,-36063.884838,TILE,
126431,1769216164.7192576,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe0200991528a0bb83959c0303edfe,-11621.684166,2119.982294,-11621.68418,286687.895515,237289.470682,1.020639,36.754439,0.0,-13256.458593,20.990143,287162.162162,296.0,-2161.714111,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-38827.253906,-18624.126953,2070989210,2070989802,25768.898639,-25687.176341,-26693.808357,-40048.947944,TILE,
126443,1769216164.9632452,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d02dc,33317.467137,13643.483742,33317.466585,361351.928308,278494.116586,0.9724,67.838878,2.0,42088.124998,23.006746,127659.574468,376.0,16682.611328,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,45504.523438,22585.142578,2071151162,2071151914,46290.053838,10505.44218,24807.182768,58630.021707,APPLE,
126444,1769216164.996322,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d02dc,33054.230094,13371.356394,33054.229807,360941.440869,284242.308886,0.970673,68.706658,2.0,41932.020264,23.043849,127659.574468,376.0,16565.007812,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,45504.523438,22625.349609,2071151163,2071151915,48854.538778,10861.710989,36873.87619,43892.557999,APPLE,
126459,1769216165.0544803,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe02002844586d7f3a7bdb,13604.458578,-3122.883028,13604.458083,262590.070543,204086.512063,0.907145,-81.994627,2.0,4467.748174,21.97343,364864.864865,296.0,13871.105469,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7608.669434,5493.211914,2071448878,2071449470,-33329.459466,23729.747909,-1529.158673,55832.842255,TILE,
126460,1769216165.076734,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe02002844586d7f3a7bdb,14157.905194,-3015.136438,14157.905023,260936.855905,220550.207107,0.905605,-82.322771,2.0,4355.507074,21.996509,364864.864865,296.0,13815.859375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7608.669434,5559.965332,2071448879,2071449471,-36504.52488,12663.542968,42027.471627,33778.700932,TILE,
126464,1769216165.3092585,37,0,5D:11:0C:1F:76:DD,8E89BED6,GOOGLE,dd761f0c115d0201061916aafe4034a93d2b5b656293f8f1bb6f847583cbc36af61009,-4230.018556,4400.004163,-4230.018546,353432.644034,246585.534564,0.950636,74.008627,1.0,14313.496371,21.303595,302777.777778,360.0,7987.568359,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4667.675781,2166.653076,2071597141,2071597861,11123.434044,10850.876867,-14056.261486,-27412.424606,GOOGLE,
126465,1769216165.3418598,37,0,5D:11:0C:1F:76:DD,8E89BED6,GOOGLE,dd761f0c115d0201061916aafe4034a93d2b5b656293f8f1bb6f847583cbc36af61009,-4616.753318,4876.948072,-4616.754522,353395.918917,277711.279312,0.950744,74.76551,1.0,14165.270933,21.285518,302777.777778,360.0,8049.909668,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4667.675781,2095.96875,2071597142,2071597862,-2807.39497,-8424.85402,-6231.663478,-1165.509652,GOOGLE,
126468,1769216165.3949325,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd014a,-23517.571623,6280.211303,-23517.571623,352448.406732,275290.815972,1.063915,-12.776425,101.0,-13054.91447,18.958289,569148.93617,376.0,9379.378906,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-7535.491211,-20117.154297,2071891432,2071892184,-18174.436414,-96742.835103,-41770.227092,50526.530244,APPLE,
126471,1769216165.431,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90262,7865.564901,3265.565654,7865.565271,321934.800787,241617.461837,1.061222,11.002837,3.5,19789.776828,23.518751,329787.234043,376.0,3212.056396,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,6070.980469,1238.019653,2071895784,2071896536,14735.189012,7436.01954,-7888.703881,27185.19472,APPLE,
126472,1769216165.4689507,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90262,7404.258985,3187.592364,7404.258706,321045.553167,249660.146039,1.061307,11.645841,3.5,19763.463896,23.496464,329787.234043,376.0,3140.0625,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,4665.658691,1248.616455,2071895785,2071896537,19080.572983,7070.525409,6132.328645,8919.432718,APPLE,
126480,1769216165.7165227,37,0,f9026916370c7f28,8E89BED6,SAMSUNG,b251b41afa7c02010403025afd17165afd1320f9026916370c7f287488a70000001dbece01,16055.607011,4198.86544,16055.606934,307280.536266,245294.177724,0.869989,87.858351,2.5,27633.37276,22.68355,242021.276596,376.0,12900.588867,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3075.652344,16478.398438,2072106028,2072106780,4207.512056,20471.90147,-10163.48581,40249.690547,SAMSUNG,f9026916370c7f28
126481,1769216165.755581,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe411d5170599a7553f6497c796f524c58a83ef831b72e,-37723.049139,744.222098,-37723.048866,357054.852149,281713.048986,1.021621,27.172135,0.5,-34167.297829,20.438587,400000.0,360.0,-5291.102539,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-17942.435547,-13500.823242,2072131476,2072132196,19026.802471,-48387.745027,-73624.495794,-53641.873597,GOOGLE,
126485,1769216165.7941628,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d0174,6099.861635,2097.330813,6099.862141,326595.437033,250560.744643,1.0693,22.190623,3.0,5447.572763,24.720346,231382.978723,376.0,2413.780762,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,113.111069,-8371.823242,2072222845,2072223597,6068.60482,-7707.728573,-22259.379037,22236.681748,APPLE,
126493,1769216165.8474307,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb70297,4810.675142,2907.229604,4810.67395,341332.088572,269868.721234,1.024179,36.453249,2.5,23684.960097,23.261944,167553.191489,376.0,-1171.373657,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-9298.510742,-3243.553467,2072468821,2072469573,15612.666079,-15547.878918,-6547.992447,-2183.37835,APPLE,
