pkt_idx,timestamp,rf_channel,pdu_type,AdvA,access_address,tag_type,payload,CFO_Hz,cfo_centroid_hz,cfo_two_stage_hz,cfo_std_hz,cfo_std_sym_hz,iq_gain_alpha,iq_phase_deg_deg,rise_time_us,psd_centroid_hz,psd_pnr_db,bw_3db_hz,gated_len_us,cfo_two_stage_coarse_hz,joint_fo_hz,joint_I0,joint_Q0,joint_eps,joint_phi_deg,joint_A,joint_iters,joint_cost,cfo_exact_quick_hz,cfo_exact_ls_hz,sample_start,sample_end,CFO_00_Hz,CFO_11_Hz,CFO_10_Hz,CFO_01_Hz,ecosystem,privid
4,1769214319.3377247,37,0,EB:EE:5F:EC:7E:75,8E89BED6,APPLE,757eec5feeeb1eff4c00121960435293f60f12d3264f96a037a021ea02ff3a1288e6470026,-32904.732802,8308.434298,-32904.731894,357948.54367,266069.679652,0.957981,-68.626511,101.5,-8848.941267,18.598957,335106.382979,376.0,-1493.310181,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-88097.28125,-27496.873047,82461,83213,-3363.225019,-117730.774483,-22923.570599,-5412.39281,APPLE,
5,1769214319.3761315,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe020096ae75425b3002340303edfe,-16862.125524,1153.808756,-16862.125126,284715.850706,224570.060833,0.941018,-68.628067,0.5,-10365.375058,21.260851,243243.243243,296.0,1770.932739,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-86134.492188,-15657.417969,131267,131859,6337.744051,-39607.287834,-2172.039245,-54465.230224,TILE,
6,1769214319.4009311,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe020096ae75425b3002340303edfe,-16565.593828,704.782199,-16565.592675,283303.452285,225740.874858,0.939204,-69.167315,0.5,-10710.452162,21.252049,243243.243243,296.0,1543.49231,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-86134.492188,-15668.541992,131268,131860,-16176.323875,-27366.391552,6436.512545,-39696.358116,TILE,
7,1769214319.428079,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0049,-3059.669365,3215.026778,-3059.669276,356038.233289,267145.098972,0.970481,-53.996811,2.5,7805.036622,20.692203,401595.744681,376.0,-3218.281738,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-26961.556641,-7733.70166,135175,135927,-406.821817,2952.776045,-34724.547889,29410.856335,APPLE,
8,1769214319.4685953,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0049,-3463.376222,3191.562831,-3463.375371,355681.385784,273218.819501,0.971892,-53.500208,2.5,7668.013841,20.697204,401595.744681,376.0,-3359.871826,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-26961.556641,-7770.866211,135176,135928,25962.139206,-15650.879049,-37764.442754,12957.216074,APPLE,
9,1769214319.5102768,37,0,F0:F6:16:D9:B9:56,8E89BED6,APPLE,56b9d916f6f01eff4c001219109c8c0caa1cb9a65e2bfa8a116b02224f70e0e31dc28f02c5,10187.732094,-1712.073618,10187.732979,310581.613626,249428.210722,1.032984,-18.295992,40.5,5338.047697,22.167384,332446.808511,376.0,9419.790039,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,7011.205566,6103.240234,156339,157091,2995.924667,-10040.175382,36553.423621,27483.233119,APPLE,
22,1769214319.7703516,37,0,C8:48:BB:51:E1:A0,8E89BED6,APPLE,a0e151bb48c81eff4c00121910ead3335f3e0162b4b803d9c9b2474a29f4aea89c455d0288,32956.657112,11622.879764,32956.657105,354082.184041,263164.887851,0.962866,64.042843,3.5,42595.588519,22.860506,127659.574468,376.0,14904.707031,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,26015.677734,27246.855469,499734,500486,42506.329579,29672.168307,30988.462941,40048.020032,APPLE,
29,1769214319.8141072,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41995b27562a548df6d8cb869a2bb7c10da20dd5a0dd,-5849.499725,9241.534995,-5849.499277,287132.540255,198547.923047,0.961959,64.127214,1.0,8181.487508,21.019264,416666.666667,360.0,6977.717285,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,11365.001953,-8406.584961,526815,527535,-18938.19264,-21409.812079,20305.196621,-5457.980023,GOOGLE,
30,1769214319.8527114,37,0,5E:01:1E:29:5F:7D,8E89BED6,GOOGLE,7d5f291e015e0201061916aafe41995b27562a548df6d8cb869a2bb7c10da20dd5a0dd,-5975.685776,9117.310704,-5975.684787,287136.50324,219708.654951,0.963246,64.015503,1.0,8042.002824,20.991392,416666.666667,360.0,6939.175293,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,11365.001953,-8460.762695,526816,527536,-10064.318008,-937.891008,-4060.66767,-6785.763755,GOOGLE,
40,1769214319.904303,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe0200b3638bc638caebb4,-6256.606287,-4588.480088,-6256.607171,282311.499168,231513.428783,1.081172,22.80543,2.0,4485.826785,22.10951,364864.864865,296.0,739.983826,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-17759.158203,2503.932617,665122,665714,-27914.522994,-831.179801,-1802.672746,39771.297094,TILE,
41,1769214319.9282973,37,0,DC:D9:17:9B:A7:45,8E89BED6,TILE,45a79b17d9dc0201060303edfe0d16edfe0200b3638bc638caebb4,-6025.640063,-4721.432779,-6025.639839,281069.858779,237289.410231,1.079325,22.848709,2.0,4352.028462,22.082442,364864.864865,296.0,585.578857,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-17759.158203,2321.716797,665123,665715,-41932.94386,-3087.567456,33766.823213,26476.497442,TILE,
56,1769214319.9760592,37,0,DF:DE:2D:FE:44:9C,8E89BED6,APPLE,9c44fe2ddedf1eff4c00121920c86a4b8595db98a5443ce3016852ef224b8fec77bcb702de,4973.694005,3063.611039,4973.694789,350063.150614,254619.768041,0.982956,-53.509168,2.5,23616.394145,24.138334,167553.191489,376.0,-763.860657,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-6424.433105,9356.008789,926488,927240,14693.734192,-12145.43652,-2230.023472,-6237.585728,APPLE,
63,1769214320.2163827,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e02c7,6659.284448,8892.505389,6659.284533,310294.777847,237150.613067,0.986178,59.585646,3.5,24819.860534,22.754268,223404.255319,376.0,3347.389404,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,2988.647705,9463.258789,1016782,1017534,60210.94405,-7090.951982,-15761.845291,-3314.345885,APPLE,
64,1769214320.2559626,37,0,FD:B3:D6:09:87:AF,8E89BED6,APPLE,af8709d6b3fd1eff4c00121920dc3da990e9d2fe96f8c619d861a74e502fb0198bf07e02c7,6723.891112,8911.528101,6723.890411,310275.716326,253393.277727,0.986303,60.28282,3.5,24754.967698,22.714658,223404.255319,376.0,3130.280029,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3809.603027,9479.067383,1016783,1017535,50567.750716,-1129.891764,5189.82249,-19540.200352,APPLE,
69,1769214320.30036,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-15937.175225,4059.655636,-15937.176349,299377.394978,213439.356276,0.980102,73.718731,1.0,6500.511687,22.649966,372222.222222,360.0,6675.168457,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-28998.341797,-10210.601562,1118474,1119194,-17690.230491,9098.704662,-6723.278029,-40371.725121,GOOGLE,
70,1769214320.3318253,37,0,4B:7E:DD:03:C0:83,8E89BED6,GOOGLE,83c003dd7e4b0201061916aafe41e50f2ddfc78a71de9c1f38afa80e49c5c02ad0e3db,-15575.852053,4137.335762,-15575.85151,299429.870894,231201.680964,0.981283,74.733563,1.0,6344.673261,22.642369,372222.222222,360.0,6151.072754,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-28998.341797,-10253.34375,1118475,1119195,-13834.540491,22634.537821,-34310.540553,-34976.300039,GOOGLE,
79,1769214320.3672912,37,0,f9026916370c7f28,8E89BED6,SAMSUNG,9f54e134c56602010403025afd17165afd131ff9026916370c7f287488a70000000cf6cf8d,9492.608176,6786.053149,9492.608414,349621.125964,258666.341913,0.981522,-49.107581,2.5,30925.224469,23.884855,244680.851064,376.0,8282.080078,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,43297.46875,15770.339844,1184400,1185152,-3307.867693,47702.372167,-25260.716871,-5889.269417,SAMSUNG,f9026916370c7f28
80,1769214320.4048584,37,0,f9026916370c7f28,8E89BED6,SAMSUNG,9f54e134c56602010403025afd17165afd131ff9026916370c7f287488a70000000cf6cf8d,9890.231763,6884.772826,9890.231543,348976.860823,274398.211339,0.982971,-48.756019,2.5,30738.227774,23.774714,244680.851064,376.0,8175.810059,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,52268.683594,15752.916992,1184401,1185153,-4798.734307,29426.602233,-13111.547195,12075.850223,SAMSUNG,f9026916370c7f28
81,1769214320.445625,37,0,D1:CF:9E:9A:9A:B6,8E89BED6,APPLE,b69a9a9ecfd11eff4c0012196052b39d011feb04e1f3b848b5f48f3406a166418956cd012e,-23540.641521,8870.005711,-23540.641365,352844.286141,296246.181827,1.009748,-38.601223,100.5,-15557.279623,19.447454,268617.021277,376.0,11907.987305,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-51611.175781,-38427.890625,1216736,1217488,-12267.777659,-101816.002684,-36361.773141,44196.46146,APPLE,
93,1769214320.5065844,37,0,58:5B:46:54:3D:94,8E89BED6,GOOGLE,943d54465b580201061916aafe40297310c75708598e4042a4b74d155ad47ed48feef1,10638.588189,13967.656761,10638.589488,328713.932062,250249.12638,1.028178,-9.641836,1.0,6259.380082,22.611427,419444.444444,360.0,14812.208008,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,15034.397461,-5624.099121,1465761,1466481,-1295.440866,7675.758034,-4799.128099,38537.522403,GOOGLE,
100,1769214320.7324717,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e55502b9,28369.65592,12512.677275,28369.65564,324685.876559,243985.693877,0.949178,73.468239,54.5,39685.052592,24.83557,303191.489362,376.0,15835.286133,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,82637.3125,26725.714844,1516376,1517128,23999.690165,29907.397759,26424.398916,34813.935439,APPLE,
101,1769214320.7752352,37,0,DC:EB:42:AA:4A:42,8E89BED6,APPLE,424aaa42ebdc1eff4c0012192058f4a1db33445b6d87271faa25e6ff3650d25231e55502b9,28624.020821,12443.968492,28624.020417,324124.445249,253676.941856,0.948481,74.324821,54.5,39618.139556,24.837223,303191.489362,376.0,15545.876953,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,85572.78125,26648.158203,1516377,1517129,16820.10704,21338.353451,41875.887686,37567.541107,APPLE,
113,1769214320.8424845,37,0,6F:8F:6C:39:53:A5,8E89BED6,GOOGLE,a553396c8f6f0201061916aafe41eb52fd1b3b3d47195172303c2eade5909063620b8d,8679.553304,9773.19546,8679.552774,223997.955249,192307.612306,0.928632,-82.860149,85.0,11534.91961,21.671577,330555.555556,360.0,16177.192383,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10221.500977,4370.521973,1850798,1851518,3766.288945,1233.605339,6618.905906,16531.920085,GOOGLE,
122,1769214320.8881435,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c004a,-3176.411107,4128.659363,-3176.412869,361000.579309,261472.055649,0.943888,-62.295409,2.0,19241.60506,22.016007,300531.914894,376.0,2968.756836,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15228.269531,-1023.363892,1979900,1980652,11075.410286,-31875.871272,-21533.692542,38857.779785,APPLE,
123,1769214320.9262803,37,0,DA:08:C5:B7:04:F7,8E89BED6,APPLE,f704b7c508da1eff4c0012191057768ed391a246b1558fd0cddcb979bebc45a1b9a53c004a,-3444.223937,3802.194898,-3444.224376,360882.557822,272893.475721,0.943531,-62.706883,2.0,19107.791035,22.043335,300531.914894,376.0,3021.682373,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-15228.269531,-1125.785889,1979901,1980653,6913.44048,-42872.97002,12588.82682,14650.982504,APPLE,
137,1769214321.1746924,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0321,4486.864222,1712.181455,4486.864189,217669.137366,175946.799695,0.979061,78.127999,96.0,32149.379089,24.436706,313829.787234,376.0,-1382.660034,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8953.779297,16581.609375,2201189,2201941,-2111.707079,-30047.910191,34059.588506,24798.25432,APPLE,
138,1769214321.2086363,37,0,CC:E9:53:9B:1A:F0,8E89BED6,APPLE,f01a9b53e9cc1eff4c001219207904aa3b4bda287cf4efbda9525957f3d16d7ca1ac4b0321,4061.067177,1390.366525,4061.067682,217810.078868,183817.882968,0.980581,78.959127,96.0,32062.550529,24.375535,313829.787234,376.0,-1722.884644,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8953.779297,16524.302734,2201190,2201942,1536.69553,-12220.805619,25464.256012,10430.632884,APPLE,
139,1769214321.2470934,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-39537.544928,-4235.277675,-39537.545831,351118.236439,272679.548687,1.03347,4.59916,1.0,-37017.621341,21.29286,375000.0,360.0,-13664.051758,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-30762.240234,-20851.859375,2204709,2205429,-38357.230482,-65445.940178,-1549.534572,-40759.766462,GOOGLE,
140,1769214321.2810547,37,0,48:CC:87:99:A3:11,8E89BED6,GOOGLE,11a39987cc480201061916aafe41838aa2373ea2d66d2e885f1b641af604de14d04d6a,-40069.660219,-3985.042551,-40069.659893,350107.971635,272702.784859,1.031368,4.239037,1.0,-37190.249379,21.320475,375000.0,360.0,-13911.744141,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-33283.695312,-21017.945312,2204710,2205430,-29391.941142,-57633.220427,-25758.939192,-30704.395673,GOOGLE,
146,1769214321.3229935,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe416ceeb2282295bdcb574e7864e8a886321c9645386f,-17024.155375,8959.170498,-17024.155652,355315.091507,260990.18447,0.996692,-49.234255,1.0,-10412.374211,21.5477,413888.888889,360.0,6296.37793,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-7850.907715,-5437.382324,2300119,2300839,-22660.45132,6185.929466,-33937.457751,-21153.211261,GOOGLE,
147,1769214321.3597143,37,0,50:92:84:67:D9:B6,8E89BED6,GOOGLE,b6d9678492500201061916aafe416ceeb2282295bdcb574e7864e8a886321c9645386f,-16483.35231,9329.203417,-16483.352334,354157.514008,251239.426805,0.998425,-47.118428,1.0,-10626.527721,21.601671,413888.888889,360.0,6677.677246,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-7850.907715,-5525.250488,2300120,2300840,-9650.858846,-4879.156508,-44894.815119,-14286.253527,GOOGLE,
155,1769214321.408955,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe41853258a40fb4780c33c8fef2ba93922b872584bf6b,9591.183854,11990.055851,9591.182555,360166.560974,269985.389931,1.009997,27.384533,0.5,29896.745435,22.626399,169444.444444,360.0,9846.09375,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,124971.78125,17753.208984,2393850,2394570,50799.819725,26391.550259,-6462.671355,-24428.722489,GOOGLE,
156,1769214321.460384,37,0,69:B3:D4:D7:57:AC,8E89BED6,GOOGLE,ac57d7d4b3690201061916aafe41853258a40fb4780c33c8fef2ba93922b872584bf6b,9222.748124,11639.594338,9222.74773,358977.935758,276062.27998,1.008614,30.44374,0.5,29720.854848,22.643378,169444.444444,360.0,9881.617188,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,124623.515625,17645.945312,2393851,2394571,36302.015681,13985.871779,3026.813306,-4304.894206,GOOGLE,
159,1769214321.505259,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee120034,12958.63779,10128.04267,12958.637695,333536.59598,251137.599795,0.905218,76.636953,3.0,35090.443544,22.906447,77127.659574,376.0,3750.019775,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,75504.171875,27200.488281,2431228,2431980,38105.927471,-34977.261916,16152.086456,38269.460759,APPLE,
160,1769214321.5484693,37,0,D1:8D:D3:8A:0C:3E,8E89BED6,APPLE,3e0c8ad38dd11eff4c0012192072d13601e231cb7f30bb0be66adb8a86edae847eee120034,13193.425167,9886.205635,13193.426364,332937.264593,259669.034899,0.903805,76.975321,3.0,35049.051496,22.914693,77127.659574,376.0,3317.954102,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,75504.171875,27069.414062,2431229,2431981,45794.390787,-17828.546243,18981.617228,3849.645994,APPLE,
161,1769214321.5997453,37,0,EE:D4:8A:27:EA:99,8E89BED6,APPLE,99ea278ad4ee1eff4c00121960839bf948c739a2645808f21fedb7edfc3df340a9b51f03a7,-19769.390455,10625.786551,-19769.390849,339303.721617,266373.570867,0.971619,65.50175,23.5,-4454.38193,19.715462,444148.93617,376.0,8123.718262,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-82548.726562,-29940.802734,2471517,2472269,-60377.463525,-14592.418108,-26083.074164,23188.230699,APPLE,
162,1769214321.6430182,37,0,EE:D4:8A:27:EA:99,8E89BED6,APPLE,99ea278ad4ee1eff4c00121960839bf948c739a2645808f21fedb7edfc3df340a9b51f03a7,-20228.074574,10797.342579,-20228.074733,338308.661101,274182.487128,0.972844,65.50725,23.5,-4170.340871,19.737411,444148.93617,376.0,8250.998047,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-83826.140625,-29816.3125,2471518,2472270,-46270.969024,-30736.327779,-19112.828922,19989.355907,APPLE,
174,1769214321.8983667,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,6f7f97d4994a02010403025afd17165afd131ff90201825f7b715b06c1a7000000f2ac55a3,30797.614271,13803.084894,30797.613265,367964.954158,256034.024355,0.979246,88.342038,2.5,60597.820827,22.51691,244680.851064,376.0,20207.158203,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,37383.441406,24287.042969,2709558,2710310,42480.796558,58845.575252,23547.731076,-5536.725208,SAMSUNG,f90201825f7b715b
175,1769214321.934461,37,0,f90201825f7b715b,8E89BED6,SAMSUNG,6f7f97d4994a02010403025afd17165afd131ff90201825f7b715b06c1a7000000f2ac55a3,31321.591823,13639.162582,31321.591737,366881.604426,284308.761518,0.980531,86.107723,2.5,60462.116676,22.451492,244680.851064,376.0,20609.964844,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,44359.15625,24302.976562,2709559,2710311,44938.97458,55358.973008,15191.191894,-250.640244,SAMSUNG,f90201825f7b715b
187,1769214321.992128,37,0,F6:B3:C7:70:AA:6F,8E89BED6,APPLE,6faa70c7b3f61eff4c00121920071d4b097cd79865779e67e2c43459a9a738d20ff84d01d9,6151.982993,2594.992038,6151.982168,331687.834057,242409.695713,0.90097,84.39824,3.0,5575.01105,24.766513,228723.404255,376.0,1942.007446,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-509.719543,-3317.503418,2917748,2918500,8059.974556,205.334447,-21366.087151,10826.806892,APPLE,
191,1769214322.0349827,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe41af4c0acac3db560680984461c6fc0e8607ff9362b4,-36705.020902,2991.081642,-36705.021096,211306.556416,181107.762933,1.037768,-4.392737,102.5,-25984.858739,20.340582,402777.777778,360.0,-4626.325684,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-68090.96875,-35618.617188,2953821,2954541,-17838.020311,-43996.346075,-45606.82183,-10645.433951,GOOGLE,
192,1769214322.0756555,37,0,6B:6C:91:4D:E0:C3,8E89BED6,GOOGLE,c3e04d916c6b0201061916aafe41af4c0acac3db560680984461c6fc0e8607ff9362b4,-37191.998629,2994.306156,-37191.999695,211254.520145,202871.074291,1.038854,-5.216652,102.0,-26121.848257,20.395358,402777.777778,360.0,-4604.635742,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-68090.96875,-35692.683594,2953822,2954542,-11755.007677,-65312.227252,-34173.241217,-10290.426766,GOOGLE,
193,1769214322.113474,37,0,f9028bfe1e2f4130,8E89BED6,SAMSUNG,10f675008f7302010403025afd17165afd131ff9028bfe1e2f4130e4aba700000091aa0d6f,-8549.926364,-6406.450225,-8549.926726,361171.019597,267507.492716,1.085238,4.337708,2.5,20892.094176,23.861204,257978.723404,376.0,2899.347168,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10375.87793,3027.114746,2976384,2977136,-32747.745546,24113.777139,-1248.42256,3526.619445,SAMSUNG,f9028bfe1e2f4130
194,1769214322.1570945,37,0,f9028bfe1e2f4130,8E89BED6,SAMSUNG,10f675008f7302010403025afd17165afd131ff9028bfe1e2f4130e4aba700000091aa0d6f,-8297.992892,-6480.714483,-8297.992272,360172.355526,267278.62235,1.085226,5.018519,2.5,20692.732562,23.65592,257978.723404,376.0,2575.336914,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-10375.87793,2982.003906,2976385,2977137,-28590.636811,7399.014968,-5024.569795,18872.779485,SAMSUNG,f9028bfe1e2f4130
195,1769214322.193216,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90205,7623.816677,2618.685089,7623.81655,326817.333683,234679.365469,0.985541,51.184588,3.0,19112.021834,23.699784,332446.808511,376.0,3372.326904,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,61875.574219,19479.451172,2996709,2997461,21600.283537,-5905.418042,-6741.764009,27745.906257,APPLE,
196,1769214322.2292967,37,0,EE:41:10:23:AF:58,8E89BED6,APPLE,58af231041ee1eff4c00121920b8195b5391537fc65f2b8c44ee2d60150abb395853e90205,7103.832993,2523.765538,7103.833058,326247.359305,253750.452394,0.984368,51.81262,3.0,19093.553586,23.648763,332446.808511,376.0,3283.463623,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,60946.097656,19368.009766,2996710,2997462,24589.327144,3441.656758,14111.585908,-4014.749329,APPLE,
238,1769214322.6869931,37,0,f902b8d92caa6cfd,8E89BED6,SAMSUNG,a332089c667e02010403025afd17165afd131ff902b8d92caa6cfd96a2a7000000eec398ca,-5770.738787,7656.762075,-5770.738853,350761.742524,265021.220247,0.983354,60.624526,3.0,19978.667099,22.777445,375000.0,376.0,9079.129883,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-22743.654297,2785.093506,3514183,3514935,-11123.703762,26879.406695,3033.627227,-32394.974747,SAMSUNG,f902b8d92caa6cfd
239,1769214322.7203755,37,0,f902b8d92caa6cfd,8E89BED6,SAMSUNG,a332089c667e02010403025afd17165afd131ff902b8d92caa6cfd96a2a7000000eec398ca,-5478.870603,7935.958333,-5478.870797,350422.591698,263871.538873,0.98511,59.717083,3.0,19745.973562,22.711145,375000.0,376.0,8978.796875,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-12257.268555,2685.034668,3514184,3514936,-23064.655213,19022.760514,2070.940209,-8108.467231,SAMSUNG,f902b8d92caa6cfd
243,1769214322.7650752,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e0703fb,-15889.288431,13276.003805,-15889.28771,242494.90738,216783.730928,1.071629,3.922941,90.5,-8072.606947,19.283927,595744.680851,376.0,20507.179688,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-20082.484375,-22913.712891,3552601,3553353,-14755.928499,-59558.550714,-11259.50868,27529.849694,APPLE,
244,1769214322.813526,37,0,FE:A2:61:99:D2:9A,8E89BED6,APPLE,9ad29961a2fe1eff4c00121960bbe9f7d520cfee120f4b5e4b49762ec4af1752e33e0703fb,-15297.80355,13259.102413,-15297.802193,241878.45154,218473.739593,1.073143,4.168289,90.5,-7801.300761,19.370501,595744.680851,376.0,20864.253906,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-20082.484375,-22830.960938,3552602,3553354,-9657.61674,-76382.797372,-4871.658516,37335.503802,APPLE,
268,1769214322.8963363,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe02001d59b9b24ffa07010303edfe,23967.141272,7109.151364,23967.139311,283211.205539,223438.748732,0.96162,80.632801,0.5,14384.250224,23.304541,202702.702703,296.0,17440.039062,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,116358.109375,18199.367188,3936207,3936799,35893.835571,28802.781127,3714.17071,13166.332997,TILE,
269,1769214322.9210348,37,0,C2:97:CC:47:79:BF,8E89BED6,TILE,bf7947cc97c20201060d16edfe02001d59b9b24ffa07010303edfe,24304.093,7162.835661,24304.091324,282651.518232,228963.80922,0.963592,79.950522,0.5,14050.130064,23.211149,202702.702703,296.0,17224.611328,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,120321.789062,18212.347656,3936208,3936800,44227.847756,33953.446274,-4575.634938,4517.003632,TILE,
277,1769214323.153432,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe020096ae75425b3002340303edfe,-17886.889706,1280.519324,-17886.891029,279275.370559,214343.585265,1.033708,-27.056704,0.5,-11957.656323,21.762994,243243.243243,296.0,2423.256836,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-61213.109375,-17357.029297,4132590,4133182,4799.691982,-39710.421787,-5087.503469,-54341.573536,TILE,
278,1769214323.1752512,37,0,E5:80:FD:45:9B:E9,8E89BED6,TILE,e99b45fd80e50201060d16edfe020096ae75425b3002340303edfe,-17620.550866,842.529238,-17620.552227,276692.087682,229246.013954,1.032975,-27.857645,0.5,-12310.67703,21.735849,243243.243243,296.0,2156.00708,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-59320.476562,-17358.369141,4132591,4133183,-16456.535353,-29726.387876,2604.444257,-38377.270696,TILE,
281,1769214323.1983857,37,0,C4:CC:AB:84:E5:53,8E89BED6,APPLE,53e584abccc41eff4c00121910fe17d18736d0a2b1ababccc0af5d9ed4d91323e77a2f0049,-2821.225364,4050.074221,-2821.225725,368866.557879,275529.285078,1.07037,-5.521296,2.5,8190.74796,20.863988,335106.382979,376.0,-2448.635986,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-7127.428223,465.353851,4149350,4150102,3257.792162,2587.270111,-34409.272764,25047.184078,APPLE,
